category,title,context,question,answer
全院共用服務-綜合業務,個人網頁服務,"資訊服務處提供個人網頁服務，同仁取得gate電子郵件服務帳號後，就同時擁有自己個人網站空間，網頁空間容量為1G。

本服務以靜態網頁方式呈現，主機名稱為idv.sinica.edu.tw，個人網址https://idv.sinica.edu.tw/username，其中 username為您的帳號名稱，與郵件帳號名稱相同；密碼為您的郵件信箱密碼，且自動同步更新。目前無法支援動態網頁。

個人網頁服務提供 SFTP 遠端安全連線協定，傳輸檔案可下載支援安全協定SFTP 的程式例如 winscp 或 filezilla 取代 ftp。製作完成網頁檔案後，上傳至伺服器目錄 public_html ，即可透過個人網址瀏覽，因資安要求，目錄顯示功能預設關閉。可公開檔案才能放在 public_html目錄內。

個人網頁服務每日自動進行電腦病毒掃描作業，如有發現疑似中毒檔案，將主動E-mail通知及自動寄發網頁使用狀態數據分析報告。",個人網頁服務的網頁空間容量為多少？,個人網頁服務的網頁空間容量為1G。
全院共用服務-綜合業務,個人網頁服務,"資訊服務處提供個人網頁服務，同仁取得gate電子郵件服務帳號後，就同時擁有自己個人網站空間，網頁空間容量為1G。

本服務以靜態網頁方式呈現，主機名稱為idv.sinica.edu.tw，個人網址https://idv.sinica.edu.tw/username，其中 username為您的帳號名稱，與郵件帳號名稱相同；密碼為您的郵件信箱密碼，且自動同步更新。目前無法支援動態網頁。

個人網頁服務提供 SFTP 遠端安全連線協定，傳輸檔案可下載支援安全協定SFTP 的程式例如 winscp 或 filezilla 取代 ftp。製作完成網頁檔案後，上傳至伺服器目錄 public_html ，即可透過個人網址瀏覽，因資安要求，目錄顯示功能預設關閉。可公開檔案才能放在 public_html目錄內。

個人網頁服務每日自動進行電腦病毒掃描作業，如有發現疑似中毒檔案，將主動E-mail通知及自動寄發網頁使用狀態數據分析報告。",個人網頁的網址格式是怎樣的？,個人網頁的網址格式是：https://idv.sinica.edu.tw/username，其中 username為您的帳號名稱，與郵件帳號名稱相同。
全院共用服務-綜合業務,個人網頁服務,"資訊服務處提供個人網頁服務，同仁取得gate電子郵件服務帳號後，就同時擁有自己個人網站空間，網頁空間容量為1G。

本服務以靜態網頁方式呈現，主機名稱為idv.sinica.edu.tw，個人網址https://idv.sinica.edu.tw/username，其中 username為您的帳號名稱，與郵件帳號名稱相同；密碼為您的郵件信箱密碼，且自動同步更新。目前無法支援動態網頁。

個人網頁服務提供 SFTP 遠端安全連線協定，傳輸檔案可下載支援安全協定SFTP 的程式例如 winscp 或 filezilla 取代 ftp。製作完成網頁檔案後，上傳至伺服器目錄 public_html ，即可透過個人網址瀏覽，因資安要求，目錄顯示功能預設關閉。可公開檔案才能放在 public_html目錄內。

個人網頁服務每日自動進行電腦病毒掃描作業，如有發現疑似中毒檔案，將主動E-mail通知及自動寄發網頁使用狀態數據分析報告。",個人網頁服務是否支援動態網頁？,目前個人網頁服務不支援動態網頁，僅提供靜態網頁呈現。
全院共用服務-綜合業務,個人網頁服務,"資訊服務處提供個人網頁服務，同仁取得gate電子郵件服務帳號後，就同時擁有自己個人網站空間，網頁空間容量為1G。

本服務以靜態網頁方式呈現，主機名稱為idv.sinica.edu.tw，個人網址https://idv.sinica.edu.tw/username，其中 username為您的帳號名稱，與郵件帳號名稱相同；密碼為您的郵件信箱密碼，且自動同步更新。目前無法支援動態網頁。

個人網頁服務提供 SFTP 遠端安全連線協定，傳輸檔案可下載支援安全協定SFTP 的程式例如 winscp 或 filezilla 取代 ftp。製作完成網頁檔案後，上傳至伺服器目錄 public_html ，即可透過個人網址瀏覽，因資安要求，目錄顯示功能預設關閉。可公開檔案才能放在 public_html目錄內。

個人網頁服務每日自動進行電腦病毒掃描作業，如有發現疑似中毒檔案，將主動E-mail通知及自動寄發網頁使用狀態數據分析報告。",個人網頁服務如何透過安全協定SFTP傳輸檔案？,個人網頁服務提供 SFTP 遠端安全連線協定，傳輸檔案可下載支援安全協定SFTP 的程式例如 winscp 或 filezilla 取代 ftp。
全院共用服務-綜合業務,個人網頁服務,"資訊服務處提供個人網頁服務，同仁取得gate電子郵件服務帳號後，就同時擁有自己個人網站空間，網頁空間容量為1G。

本服務以靜態網頁方式呈現，主機名稱為idv.sinica.edu.tw，個人網址https://idv.sinica.edu.tw/username，其中 username為您的帳號名稱，與郵件帳號名稱相同；密碼為您的郵件信箱密碼，且自動同步更新。目前無法支援動態網頁。

個人網頁服務提供 SFTP 遠端安全連線協定，傳輸檔案可下載支援安全協定SFTP 的程式例如 winscp 或 filezilla 取代 ftp。製作完成網頁檔案後，上傳至伺服器目錄 public_html ，即可透過個人網址瀏覽，因資安要求，目錄顯示功能預設關閉。可公開檔案才能放在 public_html目錄內。

個人網頁服務每日自動進行電腦病毒掃描作業，如有發現疑似中毒檔案，將主動E-mail通知及自動寄發網頁使用狀態數據分析報告。",個人網頁的網址連結到哪個目錄？,個人網頁的網址連結到 public_html 目錄。
全院共用服務-綜合業務,個人網頁服務,"資訊服務處提供個人網頁服務，同仁取得gate電子郵件服務帳號後，就同時擁有自己個人網站空間，網頁空間容量為1G。

本服務以靜態網頁方式呈現，主機名稱為idv.sinica.edu.tw，個人網址https://idv.sinica.edu.tw/username，其中 username為您的帳號名稱，與郵件帳號名稱相同；密碼為您的郵件信箱密碼，且自動同步更新。目前無法支援動態網頁。

個人網頁服務提供 SFTP 遠端安全連線協定，傳輸檔案可下載支援安全協定SFTP 的程式例如 winscp 或 filezilla 取代 ftp。製作完成網頁檔案後，上傳至伺服器目錄 public_html ，即可透過個人網址瀏覽，因資安要求，目錄顯示功能預設關閉。可公開檔案才能放在 public_html目錄內。

個人網頁服務每日自動進行電腦病毒掃描作業，如有發現疑似中毒檔案，將主動E-mail通知及自動寄發網頁使用狀態數據分析報告。",目錄顯示功能是否預設開啟？,目錄顯示功能預設關閉。
全院共用服務-綜合業務,個人網頁服務,"資訊服務處提供個人網頁服務，同仁取得gate電子郵件服務帳號後，就同時擁有自己個人網站空間，網頁空間容量為1G。

本服務以靜態網頁方式呈現，主機名稱為idv.sinica.edu.tw，個人網址https://idv.sinica.edu.tw/username，其中 username為您的帳號名稱，與郵件帳號名稱相同；密碼為您的郵件信箱密碼，且自動同步更新。目前無法支援動態網頁。

個人網頁服務提供 SFTP 遠端安全連線協定，傳輸檔案可下載支援安全協定SFTP 的程式例如 winscp 或 filezilla 取代 ftp。製作完成網頁檔案後，上傳至伺服器目錄 public_html ，即可透過個人網址瀏覽，因資安要求，目錄顯示功能預設關閉。可公開檔案才能放在 public_html目錄內。

個人網頁服務每日自動進行電腦病毒掃描作業，如有發現疑似中毒檔案，將主動E-mail通知及自動寄發網頁使用狀態數據分析報告。",在哪個目錄內才能放置公開檔案？,公開檔案只能放在伺服器目錄 public_html 內。
全院共用服務-綜合業務,個人網頁服務,"資訊服務處提供個人網頁服務，同仁取得gate電子郵件服務帳號後，就同時擁有自己個人網站空間，網頁空間容量為1G。

本服務以靜態網頁方式呈現，主機名稱為idv.sinica.edu.tw，個人網址https://idv.sinica.edu.tw/username，其中 username為您的帳號名稱，與郵件帳號名稱相同；密碼為您的郵件信箱密碼，且自動同步更新。目前無法支援動態網頁。

個人網頁服務提供 SFTP 遠端安全連線協定，傳輸檔案可下載支援安全協定SFTP 的程式例如 winscp 或 filezilla 取代 ftp。製作完成網頁檔案後，上傳至伺服器目錄 public_html ，即可透過個人網址瀏覽，因資安要求，目錄顯示功能預設關閉。可公開檔案才能放在 public_html目錄內。

個人網頁服務每日自動進行電腦病毒掃描作業，如有發現疑似中毒檔案，將主動E-mail通知及自動寄發網頁使用狀態數據分析報告。",個人網頁服務如何進行病毒掃描作業？,個人網頁服務每日自動進行電腦病毒掃描作業。如果發現疑似中毒檔案，將主動E-mail通知及自動寄發網頁使用狀態數據分析報告。
全院共用服務-綜合業務,個人網頁服務,"資訊服務處提供個人網頁服務，同仁取得gate電子郵件服務帳號後，就同時擁有自己個人網站空間，網頁空間容量為1G。

本服務以靜態網頁方式呈現，主機名稱為idv.sinica.edu.tw，個人網址https://idv.sinica.edu.tw/username，其中 username為您的帳號名稱，與郵件帳號名稱相同；密碼為您的郵件信箱密碼，且自動同步更新。目前無法支援動態網頁。

個人網頁服務提供 SFTP 遠端安全連線協定，傳輸檔案可下載支援安全協定SFTP 的程式例如 winscp 或 filezilla 取代 ftp。製作完成網頁檔案後，上傳至伺服器目錄 public_html ，即可透過個人網址瀏覽，因資安要求，目錄顯示功能預設關閉。可公開檔案才能放在 public_html目錄內。

個人網頁服務每日自動進行電腦病毒掃描作業，如有發現疑似中毒檔案，將主動E-mail通知及自動寄發網頁使用狀態數據分析報告。",如何收到網頁使用狀態數據分析報告？,網頁使用狀態數據分析報告是自動寄發的，會主動寄到使用者的E-mail信箱中。
全院共用服務-綜合業務,AWS雲端服務方案,"為提供AWS（Amazon Web Services, AWS）Educate雲端服務優惠方案，中研院已申請加入該成員機構，提供中研院同仁於申請使用該雲端服務，每年可獲得較多免費額度點數。

AWS Educate方案申請可採2種方式，分別為AWS帳號註冊AWS Educate方案（AWS Account），此方案提供有信用卡之學生、教育工作者於申請成功後，獲得較高免費額度，並且可以使用所有 AWS服務。建議以個人長期使用信箱註冊，當離職或畢業後，仍可收到相關通知信件。
另一種為AWS Starter Account，提供無信用卡之學生、教育工作者便利申請AWS帳號，獲得的免費額度較低，且無法使用某些特定AWS服務。只能使用中研院信箱註冊，當身份離職或畢業於註銷信箱後，將無法收到相關通知信件（建議以AWS Account方式註冊）。

兩種方案的申請流程、AWS包含之服務種類及中研院諮詢專線等資訊請參考網頁說明https://its.sinica.edu.tw/pages/1680。",申請AWS Educate方案的兩種方式是什麼？ ,申請AWS Educate方案的兩種方式分別為：1. AWS帳號註冊AWS Educate方案（AWS Account）；2. AWS Starter Account。
